Business Name,Rating,Review Count,Opportunity Level,Payment Potential,Rating Movability,Google Maps URL,Reviews Needed,Found Via
"By the Beach Fish & Chips3.4(64)Fish & Chips",3.4,64,"GOOD","VERY_LOW","VERY_DIFFICULT","https://www.google.com/maps/search/By%20the%20Beach%20Fish%20%26%20Chips3.4(64)Fish%20%26%20Chips","~13 reviews","fish and chips Whitehawk"
