Business Name,Phone Number,Address,Rating,Reviews Count,Google Maps Link,Business Type,Location
De Staxy Guest House,0703 825 7554,"1Abiodun Bolarinwa street, Odubala Estate, off Oreyo, High School Igbogbo Ikorodu, Lagos. 1 Abiodun bolarinwa, 1 Akanbi Cres, Somolu, Lagos 100001",N/A,N/A,"https://www.google.com/maps/place/De+Staxy+Guest+House/@6.5154253,3.382942,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8cf9bdee6af7:0x356e40f7fe4db859!5m2!4m1!1i2!8m2!3d6.5154253!4d3.382942!16s%2Fg%2F11nnmdwzjg",hotels,"Shomolu, Lagos"
Arcadian Gardens Hotel,N/A,"14b Tinubu Rd, Onipanu, Lagos 102215, Lagos",3.1,170,"https://www.google.com/maps/place/Arcadian+Gardens+Hotel/@6.5411045,3.3625285,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8dbeed1a2a87:0x1b68920f3f6a8044!5m2!4m1!1i2!8m2!3d6.5411045!4d3.3625285!16s%2Fg%2F11csqh_j4r",hotels,"Shomolu, Lagos"
Affluence Properties- Real Estate Agent,0906 637 1290,N/A,5,3,"https://www.google.com/maps/place/Affluence+Properties-+Real+Estate+Agent+in+Lagos+Nigeria+%7C+Property+For+Sale+in+Lagos+%7C+Land+for+Sale+in+Nigeria/@7.7539855,5.3151236,8z/data=!3m1!4b1!4m6!3m5!1s0x69a833728e07132b:0x8d2fc86e7fff7b35!8m2!3d7.7539856!4d5.3151236!16s%2Fg%2F11v3_3plg8",real estate,"Bariga, Lagos"
Lloyd's Real Estate Consulting,0813 311 8372,"Bola Arowolo Street, 10 Bola Arowolo, Atunrase Estate, Gbagada, Lagos 100234",3.8,814,"https://www.google.com/maps/place/Lloyd's+Real+Estate+Consulting/@6.5510154,3.3821389,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d77292e3393:0xd0bb051cddc37970!8m2!3d6.5510154!4d3.3821389!16s%2Fg%2F1hhjvwpgc",real estate,"Bariga, Lagos"
Backup property consult,0703 941 0802,"1 Tijani Ashogbon Street, Ilaje Rd, Somolu, Lagos",5,1,"https://www.google.com/maps/place/Backup+property+consult/@6.5346827,3.3913251,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d3526db7799:0xae172fb4bbcb7f9d!8m2!3d6.5346827!4d3.3913251!16s%2Fg%2F11hzzmb5qg",real estate,"Bariga, Lagos"
De Paragon Properties,0803 484 3248,"2, Tijani Ashogbon Street, Bariga, Lagos",3,1,"https://www.google.com/maps/place/De+Paragon+Properties/@6.5371615,3.3919609,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d10f8e11815:0xd7b82ec9840d6c27!8m2!3d6.5371615!4d3.3919609!16s%2Fg%2F119wpxrqk",real estate,"Bariga, Lagos"
Forbina Apartments,0813 256 4468,"9 Oshipitan St, Somolu, Lagos 100235, Lagos",5,5,"https://www.google.com/maps/place/Forbina+Apartments/@6.5409092,3.3807616,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8de8e87b8615:0x10820c2dd068d95d!8m2!3d6.5409092!4d3.3807616!16s%2Fg%2F11x85z7n4s",real estate,"Bariga, Lagos"
Kings Royale Realtors,0806 281 1055,"15 oshipitan street, off Pedro road, palm groove bus stop, Yaba, Lagos, Yaba, Lagos",5,1,"https://www.google.com/maps/place/Kings+Royale+Realtors/@6.542157,3.3808769,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8c585a8ec435:0xf8e7055c9591e00a!8m2!3d6.542157!4d3.3808769!16s%2Fg%2F119vndrqy",real estate,"Bariga, Lagos"
Gbagada Estate,N/A,"G9WP+8JH, Alake Onile-Ere Cres, Bariga, Lagos 102216, Lagos",5,2,"https://www.google.com/maps/place/Gbagada+Estate/@6.5458034,3.3866107,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d732b000001:0x9f544b6cb600a1b0!8m2!3d6.5458034!4d3.3866107!16s%2Fg%2F11sskr7x1h",real estate,"Bariga, Lagos"
DREETECH LTD,0809 551 2636,"17 Olumoroti Jaiyesimi St, Gbagada, Lagos 102216, Lagos",5,4,"https://www.google.com/maps/place/DREETECH+LTD/@6.5465353,3.3834119,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d74bb80fd23:0xd12f5cead3dabc1!8m2!3d6.5465353!4d3.3834119!16s%2Fg%2F11h598c32y",real estate,"Bariga, Lagos"
Kemllav Global Properties,0701 938 4356,"20,Adifase street,Bariga-Lagos., Bariga, Lagos",N/A,N/A,"https://www.google.com/maps/place/Kemllav+Global+Properties/@6.534477,3.386199,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d058575d19d:0x3e2816802932cd02!8m2!3d6.534477!4d3.386199!16s%2Fg%2F11f5bq_4h3",real estate,"Bariga, Lagos"
Realtor,N/A,"24 Ayodeji Otegbola St, Bariga, Lagos 102216, Lagos",5,1,"https://www.google.com/maps/place/Realtor/@6.5455859,3.3857151,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8de90f5ef81b:0x61345ef5aaa1db8b!8m2!3d6.5455859!4d3.3857151!16s%2Fg%2F11jw5hxdc5",real estate,"Bariga, Lagos"
Gracefield Properties,0708 790 4839,"27 Oloja Street,, Off Adeshina Street, Bariga, Lagos 100001",3,1,"https://www.google.com/maps/place/Gracefield+Properties/@6.5462133,3.3747056,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d9f50165769:0xd81df15726fb48c0!8m2!3d6.5462133!4d3.3747056!16s%2Fg%2F11b77dyy3k",real estate,"Bariga, Lagos"
Shelter Land And Properties,0805 631 3127,"8 Opanubi St, Palmgrove, Lagos 102216, Lagos",5,1,"https://www.google.com/maps/place/Shelter+Land+And+Properties/@6.5407064,3.3694563,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d09aa7ffb61:0x404ffb9a0c6d976!8m2!3d6.5407064!4d3.3694563!16s%2Fg%2F11s66lpzws",real estate,"Bariga, Lagos"
LaryKing Properties,0807 337 5281,"127 Ilaje Rd, Bariga, Lagos 102216, Lagos",5,1,"https://www.google.com/maps/place/LaryKing+Properties/@6.5273805,3.3989127,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d67e4a95bc7:0x1deece211b3864af!8m2!3d6.5273805!4d3.3989127!16s%2Fg%2F11t2ly1fg8",real estate,"Bariga, Lagos"
Royal Hills Hotel & Suites,0904 333 4445,"38 Anu Oluwapo St, Somolu, Lagos 102216, Lagos",3.9,180,"https://www.google.com/maps/place/Royal+Hills+Hotel+%26+Suites/@6.5309808,3.3768948,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d1000000001:0xc1c7e71f95eb8448!5m2!4m1!1i2!8m2!3d6.5309808!4d3.3768948!16s%2Fg%2F11dfgk8ysh",hotels,"Bariga, Lagos"
Kings Hotel and Bar,0901 143 4406,"72 olateju street,odi-olowo mushin,lagos state mushin local goverment lagos, Lagos",4,272,"https://www.google.com/maps/place/Kings+Hotel+and+Bar/@6.5358292,3.3589002,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8db9af0c57e1:0x2388065ce3788847!5m2!4m1!1i2!8m2!3d6.5358292!4d3.3589002!16s%2Fg%2F11h7s2qkhb",hotels,"Bariga, Lagos"
De Bluezzzz Hotel Ltd.,0813 799 2865,"12 Anu Oluwapo St, Igbobi, Lagos 102216, Lagos",3.7,239,"https://www.google.com/maps/place/De+Bluezzzz+Hotel+Ltd./@6.5330703,3.3770247,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8da85a0b7cfb:0x3b090dd8008fdf44!5m2!4m1!1i2!8m2!3d6.5330703!4d3.3770247!16s%2Fg%2F1q6j5sg2f",hotels,"Bariga, Lagos"
Ivory Exclusive Hotel and Suites,0904 402 7012,"Plot B General Hospital Rd, Gbagada, Lagos 105102, Lagos",3.9,97,"https://www.google.com/maps/place/Ivory+Exclusive+Hotel+and+Suites/@6.5505655,3.3900446,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d9613e8f259:0xe45d9b8e0f6b481c!5m2!4m1!1i2!8m2!3d6.5505655!4d3.3900446!16s%2Fg%2F11lm693qmb",hotels,"Bariga, Lagos"
Million Dollars Imperial Hotel,0816 006 3805,"5 Gbala St, Gbagada, Lagos 105102, Lagos",3.3,219,"https://www.google.com/maps/place/Million+Dollars+Imperial+Hotel/@6.5579604,3.3853826,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d7a3924fff5:0xaeb722d6152f6fe!5m2!4m1!1i2!8m2!3d6.5579604!4d3.3853826!16s%2Fg%2F11b6_dj98m",hotels,"Bariga, Lagos"
Starexx Luxury Apartment,0912 146 2364,"House 10, Ora Ekpen Crescent, Ifako Gbagada Starexx Anex) House 21, Ora Ekpen Crescent, Ifako Gbagada Kosofe, Local, government area, Lagos 100234, Lagos",4.4,21,"https://www.google.com/maps/place/Starexx+Luxury+Apartment/@6.5521264,3.3902939,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d801cbd3899:0x788cabab3194a50c!5m2!4m1!1i2!8m2!3d6.5521264!4d3.3902939!16s%2Fg%2F11rgzyv7cj",hotels,"Bariga, Lagos"
Sylva Link,N/A,"29 Lanre Awolokun St, Abule Okuta, Lagos 102216, Lagos",3.7,23,"https://www.google.com/maps/place/Sylva+Link/@6.5472759,3.3877841,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8dfc23fefccb:0xd9307f6bb0dd6522!5m2!4m1!1i2!8m2!3d6.5472759!4d3.3877841!16s%2Fg%2F11h_z74v7m",hotels,"Bariga, Lagos"
"Waje Hotel, Gbagada",0805 189 7401,"7 Sunday Ogunyade St, Gbagada, Lagos 102216, Lagos",3.8,119,"https://www.google.com/maps/place/Waje+Hotel,+Gbagada/@6.5478824,3.3895515,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d6d7bb996af:0x244b65961558e691!5m2!4m1!1i2!8m2!3d6.5478824!4d3.3895515!16s%2Fg%2F11c1tqrx84",hotels,"Bariga, Lagos"
Deke Hotel,0805 513 5939,"79Karimu, Karimu Ikotun Cl, Lagos",3.2,411,"https://www.google.com/maps/place/Deke+Hotel/@6.5046381,3.3814561,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8cf5272560c1:0x310586d93e36f258!5m2!4m1!1i2!8m2!3d6.5046381!4d3.3814561!16s%2Fg%2F11bz0d5v52",hotels,"Bariga, Lagos"
De Bluezz Hotel,N/A,"14 Abeokuta Expy, Akoka, Lagos 102216, Lagos",N/A,N/A,"https://www.google.com/maps/place/De+Bluezz+Hotel/@6.5332943,3.3930094,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d6f89b7d5f5:0x4c05f01b48dcd921!5m2!4m1!1i2!8m2!3d6.5332943!4d3.3930094!16s%2Fg%2F11v3yv00vt",hotels,"Bariga, Lagos"
Arcadian Gardens Hotel,N/A,"14b Tinubu Rd, Onipanu, Lagos 102215, Lagos",3.1,170,"https://www.google.com/maps/place/Arcadian+Gardens+Hotel/@6.5411045,3.3625285,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8dbeed1a2a87:0x1b68920f3f6a8044!5m2!4m1!1i2!8m2!3d6.5411045!4d3.3625285!16s%2Fg%2F11csqh_j4r",hotels,"Bariga, Lagos"
Ornament Hotel,N/A,"G9FG+RR5, Bailey St, Igbobi, Lagos 100001, Lagos",4.1,21,"https://www.google.com/maps/place/Ornament+Hotel/@6.5245213,3.3771106,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8daad3aa8afb:0x2da4d565eca29a46!5m2!4m1!1i2!8m2!3d6.5245213!4d3.3771106!16s%2Fg%2F11df1tnmnb",hotels,"Bariga, Lagos"
Shoreline Estate,0803 865 9631,"FC3X+5V5 Link Bridge, Shoreline Estate by Onikoyi Road, Lekki, Ikoyi, Lagos",4.5,206,"https://www.google.com/maps/place/Shoreline+Estate/@6.4571889,3.452919,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf52588ec5a07:0x5b3e8ca8ff559c54!8m2!3d6.4571889!4d3.452919!16s%2Fg%2F11h4ff85mq",real estate,"Ikoyi, Lagos"
"FOR SALE - LUXURY 5 BEDROOMS DETACHED HOUSE @ 17A, COOPER ROAD, IKOYI, LAGOS",0808 244 5909,"Cooper Rd, Ikoyi, Lagos 101233, Lagos",2.5,2,"https://www.google.com/maps/place/FOR+SALE+-+LUXURY+5+BEDROOMS+DETACHED+HOUSE+@+17A,+COOPER+ROAD,+IKOYI,+LAGOS/@6.4489962,3.4441485,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5709838fe19:0x6fee1c7862031b7d!8m2!3d6.4489962!4d3.4441485!16s%2Fg%2F11p11gr42d",real estate,"Ikoyi, Lagos"
Angelina Court,0818 127 1362,"3 Olawole Daudu, Off Kings Way Road, Ikoyi, Lagos",4.5,97,"https://www.google.com/maps/place/Angelina+Court/@6.4491462,3.4303374,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf4dab3b9a1a7:0xe5e586a63c32ee6d!8m2!3d6.4491462!4d3.4303374!16s%2Fg%2F11b6vlqh_n",real estate,"Ikoyi, Lagos"
Allseven Realestate Investment Limited,0816 407 9179,"82A Isale Eko Ave, Dolphine Estate, Lagos 106104, Lagos",4.3,8,"https://www.google.com/maps/place/Allseven+Realestate+Investment+Limited/@6.4597361,3.4161432,17z/data=!3m1!4b1!4m6!3m5!1s0x103b923194063e85:0xcd42da142d5cb8c2!8m2!3d6.4597361!4d3.4161432!16s%2Fg%2F11hbr6mprc",real estate,"Ikoyi, Lagos"
M&B Real Estates,0703 808 3611,"Block 51 Flat, 1 Kosofe Rd, Dolphin Estate, Lagos 106104, Lagos",5,1,"https://www.google.com/maps/place/M%26B+Real+Estates/@6.457275,3.4112286,17z/data=!3m1!4b1!4m6!3m5!1s0x103bff8585838a13:0x200a8f2f748ef773!8m2!3d6.457275!4d3.4112286!16s%2Fg%2F11lkydcx6d",real estate,"Ikoyi, Lagos"
Real Estate Umbrella Ikoyi Lagos,0916 601 2434,"34 Gerrard Road, Ikoyi, Lagos 100001, Lagos",N/A,N/A,"https://www.google.com/maps/place/Real+Estate+Umbrella+Ikoyi+Lagos/@6.4553147,3.4430665,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5ecb4fdd2e5:0xfe33904874062124!8m2!3d6.4553147!4d3.4430665!16s%2Fg%2F11sd3y6str",real estate,"Ikoyi, Lagos"
Bengerard & Phil Real Estate Co.,0802 577 0896,"South West, 90 Norman Williams St, Ikoyi, Lagos",4.5,2,"https://www.google.com/maps/place/Bengerard+%26+Phil+Real+Estate+Co./@6.4442455,3.4165596,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8b2b8777c4cb:0x9b0294e6dce28bd2!8m2!3d6.4442455!4d3.4165596!16s%2Fg%2F1q5gnh110",real estate,"Ikoyi, Lagos"
Luglio Real Estate,0706 380 8137,"7 Milverton Rd, Ikoyi, Lagos 106104, Lagos",4.8,8,"https://www.google.com/maps/place/Luglio+Real+Estate/@6.4501303,3.445293,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf53322d6afe3:0x49a870c2218c53e6!8m2!3d6.4501303!4d3.445293!16s%2Fg%2F11j0sdrrhn",real estate,"Ikoyi, Lagos"
West Eleven Luxury,0909 384 1271,"8 Akanbi Danmole St, Ikoyi, Lagos 106104, Lagos",3.7,64,"https://www.google.com/maps/place/West+Eleven+Luxury/@6.4439406,3.4187707,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8b2b5e49b889:0xfba802ef257da1e6!5m2!4m1!1i2!8m2!3d6.4439406!4d3.4187707!16s%2Fg%2F11c5byq7z6",hotels,"Ikoyi, Lagos"
Upper class Suites,0809 977 8787,"6A Olufemi Pedro St, Parkview Estate, Lagos 106104, Lagos",5,1,"https://www.google.com/maps/place/Upper+class+Suites/@6.4577282,3.4395287,17z/data=!3m1!4b1!4m9!3m8!1s0x103bf4c400000001:0x5086fb8c0311663b!5m2!4m1!1i2!8m2!3d6.4577282!4d3.4395287!16s%2Fg%2F11cs4l55xh",hotels,"Ikoyi, Lagos"
Tae Suites,0812 075 0253,"FC5R+8JQ, Oyo Cl, Ikoyi, Lagos 106104, Lagos",3.2,19,"https://www.google.com/maps/place/Tae+Suites/@6.4583435,3.4416013,17z/data=!3m1!4b1!4m9!3m8!1s0x103bf4eae93849b1:0xc553118bbf989276!5m2!4m1!1i2!8m2!3d6.4583435!4d3.4416013!16s%2Fg%2F1v7hx58y",hotels,"Ikoyi, Lagos"
Sugarland Apartments Ikoyi,+254 733 280000,"11, Alhaji Odunewe Street, Parkview, Lagos",4.2,18,"https://www.google.com/maps/place/Sugarland+Apartments+Ikoyi/@6.453482,3.445216,17z/data=!3m1!4b1!4m9!3m8!1s0x103bf4eeb639c913:0xe949d23454ab4338!5m2!4m1!1i2!8m2!3d6.453482!4d3.445216!16s%2Fg%2F11ghtq4xb4",hotels,"Ikoyi, Lagos"
Mikland Homes | Real Estate Agency in Lagos,0803 544 4066,"84 Ozumba Mbadiwe Ave, Victoria Island, Lagos 101233, Lagos",5,1,"https://www.google.com/maps/place/Mikland+Homes+%7C+Real+Estate+Agency+in+Lagos/@6.4369269,3.4184096,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8b955d8590a9:0xfe0577abc7dc649b!8m2!3d6.4369269!4d3.4184096!16s%2Fg%2F11rn7dzg4z",real estate,"Lagos Island, Lagos"
Broll Property Services,12701892,"1 Akin Adesola St, Victoria Island, Lagos 106104, Lagos",4.6,46,"https://www.google.com/maps/place/Broll+Property+Services/@6.423192,3.423567,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf52f53d103f1:0xafd3feb674a9d451!8m2!3d6.423192!4d3.423567!16s%2Fg%2F11cmzrm9fp",real estate,"Lagos Island, Lagos"
STERLINGWELL Homes and Properties,0816 057 6254,"Plot 8 The Providence St, Lekki Phase 1, Lagos 106104, Lagos",4.7,55,"https://www.google.com/maps/place/STERLINGWELL+Homes+and+Properties/@6.4316534,3.4629605,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d81d66ea1d3:0xa769291e2859f80c!8m2!3d6.4316534!4d3.4629605!16s%2Fg%2F11fply22pv",real estate,"Lagos Island, Lagos"
Becfom Hotel,N/A,"F947+4JG, Apapa, Lagos 102272, Lagos",3.4,78,"https://www.google.com/maps/place/Becfom+Hotel/@6.4553166,3.3640852,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8bbbffffffff:0xe4eb307b256c8565!5m2!4m1!1i2!8m2!3d6.4553166!4d3.3640852!16s%2Fg%2F11g898k8bq",hotels,"Lagos Island, Lagos"
The Grandeur Hotel Victoria Island,0816 945 8284,"2 Bosun Adekoya St, Victoria Island, Lagos 101241, Lagos",4.1,126,"https://www.google.com/maps/place/The+Grandeur+Hotel+Victoria+Island/@6.4259526,3.4581216,17z/data=!3m1!4b1!4m9!3m8!1s0x103bf569a2a51d7f:0x611310c5581473af!5m2!4m1!1i2!8m2!3d6.4259526!4d3.4581216!16s%2Fg%2F11lgwlly34",hotels,"Lagos Island, Lagos"
Upper class Suites,0809 977 8787,"6A Olufemi Pedro St, Parkview Estate, Lagos 106104, Lagos",5,1,"https://www.google.com/maps/place/Upper+class+Suites/@6.4577282,3.4395287,17z/data=!3m1!4b1!4m9!3m8!1s0x103bf4c400000001:0x5086fb8c0311663b!5m2!4m1!1i2!8m2!3d6.4577282!4d3.4395287!16s%2Fg%2F11cs4l55xh",hotels,"Lagos Island, Lagos"
BROKERLEASE PROPERTIES AND REAL ESTATE COMPANY,0703 318 1041,"3,Celestial road,Igando, +2347033181041, +2348084170910, Lagos",4.5,6,"https://www.google.com/maps/place/BROKERLEASE+PROPERTIES+AND+REAL+ESTATE+COMPANY/@6.557055,3.2436745,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8545f8d110f3:0x8e3f13afc6696a5c!8m2!3d6.557055!4d3.2436745!16s%2Fg%2F11cjk9kzkc",real estate,"Ikotun, Lagos"
Evergreen Estates,0813 084 3723,"Evergreen Estates, 143 Ikotun-Idimu road, Pab Busstop, Ikotun, Lagos Egbe Idimu Ikotun, Lagos 100265",3.5,12,"https://www.google.com/maps/place/Evergreen+Estates/@6.5607406,3.2714987,17z/data=!3m1!4b1!4m6!3m5!1s0x103b918c03628a35:0xa13989bf70578783!8m2!3d6.5607406!4d3.2714987!16s%2Fg%2F11fjmb_2vs",real estate,"Ikotun, Lagos"
Royal Key Homes and Property Nig Company,0817 649 1572,"Oba Amusa Ave, Ikotun, Lagos 102213, Lagos",4.9,15,"https://www.google.com/maps/place/Royal+Key+Homes+and+Property+Nig+Company/@6.5659476,3.2744572,17z/data=!3m1!4b1!4m6!3m5!1s0x103b997543f81701:0xd0c7c7a8e1e0345f!8m2!3d6.5659476!4d3.2744572!16s%2Fg%2F11p02fhbnf",real estate,"Ikotun, Lagos"
Superlative Realty Services,0703 067 0641,"phase 1 Igando Rd, Ikotun, Lagos 100267, Lagos",4.9,7,"https://www.google.com/maps/place/Superlative+Realty+Services/@6.5462884,3.265494,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9378f52f0285:0x503304c64f22ad89!8m2!3d6.5462884!4d3.265494!16s%2Fg%2F11fpmdjz2y",real estate,"Ikotun, Lagos"
RealityHomes Properties,0701 505 1087,"Ewedogbon Bus Stop, 1 Sholly Beauty Avenue, Lasu Rd, Isheri Rd, Igando, Lagos",5,2,"https://www.google.com/maps/place/RealityHomes+Properties/@6.5361305,3.2201038,17z/data=!3m1!4b1!4m6!3m5!1s0x103b85e698280645:0x12825b1a10593238!8m2!3d6.5361305!4d3.2201038!16s%2Fg%2F11fs0q42k_",real estate,"Ikotun, Lagos"
Hitee Homes,0708 311 1902,"Igando, 6 Adeshina Cl, Igando, Lagos 102213, Lagos",5,3,"https://www.google.com/maps/place/Hitee+Homes/@6.5572375,3.2441044,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9367e0738447:0x8790a24acd10151f!8m2!3d6.5572375!4d3.2441044!16s%2Fg%2F11fm82ddvq",real estate,"Ikotun, Lagos"
AMERISON ONOROSE REAL ESTATE AGENT,0803 395 6486,"No 7 odofin quaters, araromi bus - stop, lasu isheri expressway, igando Ikotun-igando, Igando, Lagos 100267",5,1,"https://www.google.com/maps/place/AMERISON+ONOROSE+REAL+ESTATE+AGENT/@6.5499419,3.2387772,17z/data=!3m1!4b1!4m6!3m5!1s0x103b85a88517183d:0xd05fd12e0baf51f2!8m2!3d6.5499419!4d3.2387772!16s%2Fg%2F11jj3gnh7m",real estate,"Ikotun, Lagos"
ONIS BAJ DESIGN NIGERIA LIMITED,0705 998 7796,"10 College Road, Off Igando Rd, Ikotun, Lagos 100267",5,1,"https://www.google.com/maps/place/ONIS+BAJ+DESIGN+NIGERIA+LIMITED/@6.5541112,3.2482281,17z/data=!3m1!4b1!4m6!3m5!1s0x103b850f227ef05b:0x9fdf28564faaa2e9!8m2!3d6.5541112!4d3.2482281!16s%2Fg%2F11jd88bw50",real estate,"Ikotun, Lagos"
