Business Name,Phone Number,Address,Rating,Reviews Count,Google Maps Link,Business Type,Location
Alinse Homes and Properties Limited,0703 022 4366,"Suite 3, Diamond Estate Administrative Block, Diamond Estate Alimosho, Isheri Olofin, Lagos",5,1,"https://www.google.com/maps/place/Alinse+Homes+and+Properties+Limited/@6.5774177,3.2688591,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9118c2a9709b:0xb506a459865f22e8!8m2!3d6.5774177!4d3.2688591!16s%2Fg%2F11lbl0zy9p",real estate,"Ikotun, Lagos"
Igando-egan Lagos,0812 129 3395,"4,Dosu ekunrin road,Ara junction, 17 Ambassador St, Ikotun, Lagos 102213",4.1,98,"https://www.google.com/maps/place/Igando-egan+Lagos/@6.5647315,3.2393386,17z/data=!3m1!4b1!4m6!3m5!1s0x103b85b7d79e22e3:0x55f85ed6ae2e09e1!8m2!3d6.5647315!4d3.2393386!16s%2Fg%2F11px3zjk4c",real estate,"Ikotun, Lagos"
Sawasa Property,0818 169 8236,"G7WG+HXJ, Opeloyeru St, Ikotun, Lagos 102213, Lagos",N/A,N/A,"https://www.google.com/maps/place/Sawasa+Property/@6.5464536,3.277384,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8feab4e117cd:0xbb9ac98869fc4f5f!8m2!3d6.5464536!4d3.277384!16s%2Fg%2F11gbx9jy4f",real estate,"Ikotun, Lagos"
Dechuksman Properties Agency,0703 673 1662,"pako bus stop, 13, Osunba street, Igando Rd, Ikotun, Lagos",5,3,"https://www.google.com/maps/place/Dechuksman+Properties+Agency/@6.5473697,3.2568166,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8507c27730ef:0xf8de11fbac7bd4e2!8m2!3d6.5473697!4d3.2568166!16s%2Fg%2F11h_cpqmwv",real estate,"Ikotun, Lagos"
Luxury homes realest LTD,0813 657 2300,"G7QJ+2GG, Cele egbe, Ikotun, Lagos 100001",5,1,"https://www.google.com/maps/place/Luxury+homes+realest+LTD/@6.537556,3.2813302,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8fd1a2f45237:0xa81cb88b9e9746a0!8m2!3d6.537556!4d3.2813302!16s%2Fg%2F11m0q3x0k7",real estate,"Ikotun, Lagos"
PWAN MAX IKOTUN CENTER,0803 811 2184,"KM 10, BLOCK 14 Lasu-Isheri Rd, IGANDO, Lagos 100266, Lagos",N/A,N/A,"https://www.google.com/maps/place/PWAN+MAX+IKOTUN+CENTER/@6.5489994,3.2376936,17z/data=!3m1!4b1!4m6!3m5!1s0x103b850adab46f35:0x5bab0f5310a9fee1!8m2!3d6.5489994!4d3.2376936!16s%2Fg%2F11xm0y4n2q",real estate,"Ikotun, Lagos"
Treasure Palace Hotel & Resorts,0812 900 6819,"1, Treasure Close, Hand Of Fire Bus Stop, Igando Rd, Ikotun, Lagos",4,764,"https://www.google.com/maps/place/Treasure+Palace+Hotel+%26+Resorts/@6.5540124,3.2514814,17z/data=!3m1!4b1!4m9!3m8!1s0x103b855bbb985c97:0xd919caa223e2ef01!5m2!4m1!1i2!8m2!3d6.5540124!4d3.2514814!16s%2Fg%2F11f34p7qdg",hotels,"Ikotun, Lagos"
T Lounge club & hotel,N/A,"58,Oladunni Street council bustop idimu, Ikotun, Ikeja",3.8,259,"https://www.google.com/maps/place/T+Lounge+club+%26+hotel/@6.5690638,3.2787798,17z/data=!3m1!4b1!4m9!3m8!1s0x103b914e5256ffb7:0x9760956a3b35f44a!5m2!4m1!1i2!8m2!3d6.5690638!4d3.2787798!16s%2Fg%2F1q6jj7zvv",hotels,"Ikotun, Lagos"
Supreme Magic Hotel and Club,0813 830 6784,"24 liasu road opposite onilewura junction egbe, Idimu, Lagos",3.1,8,"https://www.google.com/maps/place/Supreme+Magic+Hotel+and+Club/@6.5506062,3.2778411,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8f2ab5c79859:0xdd5eb1a2e9e7b986!5m2!4m1!1i2!8m2!3d6.5506062!4d3.2778411!16s%2Fg%2F11rspbs84c",hotels,"Ikotun, Lagos"
Sunny Vale Hotel,N/A,"Road, Egbe, Lagos 081688, Lagos",3.1,20,"https://www.google.com/maps/place/Sunny+Vale+Hotel/@6.5530677,3.269679,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8fee15555555:0x2fcc996e5717e7ec!5m2!4m1!1i2!8m2!3d6.5530677!4d3.269679!16s%2Fg%2F11dyzdwn06",hotels,"Ikotun, Lagos"
MARVEL HOTEL AND SUITES,0806 288 0920,"2, CRISBEE STREET, OPP NNPC IGANDO IGANDO, 1 Adesina Obinae St, Lagos 100001",3.7,54,"https://www.google.com/maps/place/MARVEL+HOTEL+AND+SUITES/@6.5532042,3.2409384,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8546c8dbbecf:0xef1b0f092eba9f8f!5m2!4m1!1i2!8m2!3d6.5532042!4d3.2409384!16s%2Fg%2F11cr_vrn0x",hotels,"Ikotun, Lagos"
Dynamex Hotel,N/A,"50 Igando Rd, Ikotun, Lagos 102213, Lagos",3.1,21,"https://www.google.com/maps/place/Dynamex+Hotel/@6.5483467,3.2613908,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8ff4e4e72a37:0xfb5a5e76e0361e91!5m2!4m1!1i2!8m2!3d6.5483467!4d3.2613908!16s%2Fg%2F11c59r0z_z",hotels,"Ikotun, Lagos"
Princebella Hotel,N/A,"Egbe, Ikotun 102213, Lagos",2.5,11,"https://www.google.com/maps/place/Princebella+Hotel/@6.5530461,3.2696731,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8fee15555555:0x5dd358413a6f76df!5m2!4m1!1i2!8m2!3d6.5530461!4d3.2696731!16s%2Fg%2F11f4wtk7rm",hotels,"Ikotun, Lagos"
Lifestyle Suite,0802 382 1724,"Governor's Road 61 Adeolu street by Molan School. Ikotun, Lagos",3.7,7,"https://www.google.com/maps/place/Lifestyle+Suite/@6.5639558,3.2605502,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8fff1edcfcff:0x34add2d6c67d165d!5m2!4m1!1i2!8m2!3d6.5639558!4d3.2605502!16s%2Fg%2F11f04dz84w",hotels,"Ikotun, Lagos"
Apata Hotel and Suites,N/A,"Apata-Idi-Orogbo, Baale St, Ayobo, Lagos 102213, Lagos",4,97,"https://www.google.com/maps/place/Apata+Hotel+and+Suites/@6.5690228,3.2156309,17z/data=!3m1!4b1!4m9!3m8!1s0x103b9b54639892df:0xb2ff54dc50354cdb!5m2!4m1!1i2!8m2!3d6.5690228!4d3.2156309!16s%2Fg%2F11jpchg701",hotels,"Ikotun, Lagos"
Sugarland Hotel and Suites,N/A,"Onile Wura, 8/10 Ajayi Close, Liasu Rd, Ikotun, Lagos",3.8,150,"https://www.google.com/maps/place/Sugarland+Hotel+and+Suites/@6.5509293,3.2772386,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8fea17de5ccb:0x8633a3fc85cacf3b!5m2!4m1!1i2!8m2!3d6.5509293!4d3.2772386!16s%2Fg%2F11c1xwgb5q",hotels,"Ikotun, Lagos"
De-Royale Hotel & Suites,12135580,"290 Abaranje Rd, Ijegun, Lagos 102213, Lagos",3.7,151,"https://www.google.com/maps/place/De-Royale+Hotel+%26+Suites/@6.5357102,3.2501935,17z/data=!3m1!4b1!4m9!3m8!1s0x103b85705accc915:0x177c764397c18e27!5m2!4m1!1i2!8m2!3d6.5357102!4d3.2501935!16s%2Fg%2F11c58r9p51",hotels,"Ikotun, Lagos"
Prince Bella Hotels & Tours,0806 909 2207,"No 14 Modupe Shitta street, Off Liasu Road close to Synagogue Church, Lagos 100265",3.8,175,"https://www.google.com/maps/place/Prince+Bella+Hotels+%26+Tours/@6.5547188,3.2792197,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8fc27a7b025f:0xfe809984750c8912!5m2!4m1!1i2!8m2!3d6.5547188!4d3.2792197!16s%2Fg%2F11dzw6t2tk",hotels,"Ikotun, Lagos"
Jordan Garden Hotel,0808 255 0189,"16 Sorinola St, Ikotun, Lagos 102213, Lagos",4,4,"https://www.google.com/maps/place/Jordan+Garden+Hotel/@6.5589986,3.233827,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8531a76f394f:0xf27026f1229c7989!5m2!4m1!1i2!8m2!3d6.5589986!4d3.233827!16s%2Fg%2F11t0wqg8pl",hotels,"Ikotun, Lagos"
Tripple I Hotel and Suites,0810 904 1132,"10 Agbaje St, Ijegun, Ikotun 102213, Lagos",4,22,"https://www.google.com/maps/place/Tripple+I+Hotel+and+Suites/@6.5362334,3.2597381,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8f886c959e71:0xe876a2b6db0797aa!5m2!4m1!1i2!8m2!3d6.5362334!4d3.2597381!16s%2Fg%2F11cs4mb4rr",hotels,"Ikotun, Lagos"
Emzabej shortlets and properties,0814 361 2775,"11 Muri Folami St, Ogudu, Lagos 100242, Lagos",5,10,"https://www.google.com/maps/place/Emzabej+shortlets+and+properties/@6.5770368,3.3904706,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9361cf855a43:0x385a6da4985cd4c8!8m2!3d6.5770368!4d3.3904706!16s%2Fg%2F11x98ppp6g",real estate,"Ogudu, Lagos"
Ogudu GRA Phase 1. Tony Asije Street,N/A,"H9GQ+X7V, Muri Folami St, Ojota, Lagos 105102, Lagos",4.4,99,"https://www.google.com/maps/place/Ogudu+GRA+Phase+1.+Tony+Asije+Street/@6.5774816,3.3881705,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9343649eccb5:0xdedf9c8535c2f2ad!8m2!3d6.5774816!4d3.3881705!16s%2Fg%2F11fkxk96k2",real estate,"Ogudu, Lagos"
Aqua View estate Ogudu ori oke,N/A,"10 Ejeh Cl, Ogudu, Lagos 105102, Lagos",3.9,29,"https://www.google.com/maps/place/Aqua+View+estate+Ogudu+ori+oke/@6.5741733,3.4033918,17z/data=!3m1!4b1!4m6!3m5!1s0x103b938eb6423847:0x44f940b35c9b7ac8!8m2!3d6.5741733!4d3.4033918!16s%2Fg%2F11sk0ztpl2",real estate,"Ogudu, Lagos"
Gracemade Homes and Properties Company Limited,0814 412 4524,"Block 12,Suite 3, Odua Shopping Complex, opp. Famad) New Garage, Ojota, Lagos",4.7,3,"https://www.google.com/maps/place/Gracemade+Homes+and+Properties+Company+Limited/@6.5744041,3.3934021,17z/data=!3m1!4b1!4m6!3m5!1s0x103b936bc13b9a7f:0xc6f258512a981171!8m2!3d6.5744041!4d3.3934021!16s%2Fg%2F11jg1wjcnt",real estate,"Ogudu, Lagos"
247 Global Properties Ltd,N/A,"Kola Iyaomolere Street, Ogudu Orioke, Ogudu, Lagos 100001",5,1,"https://www.google.com/maps/place/247+Global+Properties+Ltd/@6.5779416,3.4013824,17z/data=!3m1!4b1!4m6!3m5!1s0x103b938218ef15c7:0xb97e7e87e2c73239!8m2!3d6.5779416!4d3.4013824!16s%2Fg%2F11pzkkmmp0",real estate,"Ogudu, Lagos"
Mercy Tower Properties,0812 049 8310,"2, Palace Street, Ogudu Roundabout, Ojota, Lagos 300001",3.5,2,"https://www.google.com/maps/place/Mercy+Tower+Properties/@6.5730881,3.3957941,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9299259f3e65:0xdd1cbea942643393!8m2!3d6.5730881!4d3.3957941!16s%2Fg%2F11c1r24hj5",real estate,"Ogudu, Lagos"
Stonehurst Apartments,0803 464 8479,"11 Adio Somoye St, Ogudu, Lagos 100242, Lagos",4.5,12,"https://www.google.com/maps/place/Stonehurst+Apartments/@6.5757254,3.3845136,17z/data=!3m1!4b1!4m6!3m5!1s0x103b93a9bf330ed5:0x92a74eb463c0574a!8m2!3d6.5757254!4d3.3845136!16s%2Fg%2F11rvgnb8s3",real estate,"Ogudu, Lagos"
Candc Group,0806 060 0350,"No. 107, Ogudu Ojota, Ogudu Rd, Lagos",4,1,"https://www.google.com/maps/place/Candc+Group/@6.5755669,3.3902151,17z/data=!3m1!4b1!4m6!3m5!1s0x103b929ac34b9f7d:0xecd2a71b07c194c5!8m2!3d6.5755669!4d3.3902151!16s%2Fg%2F119tpbyys",real estate,"Ogudu, Lagos"
Gerrn Hills City Estate,N/A,"9 Ganiyu Olorunrinu Street, off Tony Ogunbor Dr, Ogudu GRA, Lagos",5,1,"https://www.google.com/maps/place/Gerrn+Hills+City+Estate/@6.5769333,3.3806481,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9287c325ca7d:0xf5e2116fec98d5e2!8m2!3d6.5769333!4d3.3806481!16s%2Fg%2F11mr2wz7lj",real estate,"Ogudu, Lagos"
Buildwell Group,0706 138 7753,"11 Ajoke Ogunlewe Cres, Ogudu, GRA, Lagos 105102, Lagos",5,1,"https://www.google.com/maps/place/Buildwell+Group/@6.5769647,3.3867092,17z/data=!3m1!4b1!4m6!3m5!1s0x103b928582b3ffff:0x1b23dce65beeacb!8m2!3d6.5769647!4d3.3867092!16s%2Fg%2F11txx6832b",real estate,"Ogudu, Lagos"
m13 property plus ltd,0810 967 2649,"55, alhaja, Alh. Abass St, Ogudu, Lagos 100242",N/A,N/A,"https://www.google.com/maps/place/m13+property+plus+ltd/@6.5705834,3.3935841,17z/data=!3m1!4b1!4m6!3m5!1s0x103b93115a1c5f0d:0x18bfbc49b2b08080!8m2!3d6.5705834!4d3.3935841!16s%2Fg%2F11q8v09s1q",real estate,"Ogudu, Lagos"
Sunsego concept,0802 261 9225,"85, ogudu road Lagos, Ojota, Lagos 300001",3,2,"https://www.google.com/maps/place/Sunsego+concept/@6.5755622,3.3928852,17z/data=!3m1!4b1!4m6!3m5!1s0x103b929a46279b0d:0xdd94c33b77022de8!8m2!3d6.5755622!4d3.3928852!16s%2Fg%2F11c54wp7jd",real estate,"Ogudu, Lagos"
Triple Tee Luxury Hotel,0916 211 1110,"19 Adebola St, Surulere, Lagos 101241, Lagos",4.4,28,"https://www.google.com/maps/place/Triple+Tee+Luxury+Hotel/@6.4978494,3.35956,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d0009728105:0x47263fa7244c73e5!5m2!4m1!1i2!8m2!3d6.4978494!4d3.35956!16s%2Fg%2F11vr_5lk8b",hotels,"Ogudu, Lagos"
Beij Inn And Suites,0702 507 5597,"26 Emmanuel High St, Ojota, Lagos 100242, Lagos",3.9,618,"https://www.google.com/maps/place/Beij+Inn+And+Suites/@6.5786075,3.3809894,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d11ab80ebbf:0x3e4a1529df29e141!5m2!4m1!1i2!8m2!3d6.5786075!4d3.3809894!16s%2Fg%2F11bzrbd0_0",hotels,"Ogudu, Lagos"
Chatwell Hotel,N/A,"1, Ben Ohale Close, Maryland, Lagos",3.8,64,"https://www.google.com/maps/place/Chatwell+Hotel/@6.5733871,3.376995,17z/data=!3m1!4b1!4m9!3m8!1s0x103b927dcbefac3f:0x2acaca2c965172d5!5m2!4m1!1i2!8m2!3d6.5733871!4d3.376995!16s%2Fg%2F11cs4jwrw2",hotels,"Ogudu, Lagos"
Million Dollars Imperial Hotel,0816 006 3805,"5 Gbala St, Gbagada, Lagos 105102, Lagos",3.3,219,"https://www.google.com/maps/place/Million+Dollars+Imperial+Hotel/@6.5579604,3.3853826,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d7a3924fff5:0xaeb722d6152f6fe!5m2!4m1!1i2!8m2!3d6.5579604!4d3.3853826!16s%2Fg%2F11b6_dj98m",hotels,"Ogudu, Lagos"
Noyle place & lounge,0916 966 0009,"40 Celestial Way, Ketu, Lagos 105102, Lagos",3.9,112,"https://www.google.com/maps/place/Noyle+place+%26+lounge/@6.5741938,3.3999938,17z/data=!3m1!4b1!4m9!3m8!1s0x103b9325ae98edf9:0x46774e0edd142fba!5m2!4m1!1i2!8m2!3d6.5741938!4d3.3999938!16s%2Fg%2F11q886_v9y",hotels,"Ogudu, Lagos"
Kings Hotel and Bar,0901 143 4406,"72 olateju street,odi-olowo mushin,lagos state mushin local goverment lagos, Lagos",4,272,"https://www.google.com/maps/place/Kings+Hotel+and+Bar/@6.5358292,3.3589002,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8db9af0c57e1:0x2388065ce3788847!5m2!4m1!1i2!8m2!3d6.5358292!4d3.3589002!16s%2Fg%2F11h7s2qkhb",hotels,"Ogudu, Lagos"
Lounge 14A,14543184,"Arowojobe Estate, 14A Sobo Siffre Rd, Mende, Lagos 105102, Lagos",3.9,80,"https://www.google.com/maps/place/Lounge+14A/@6.5677789,3.3814447,17z/data=!3m1!4b1!4m9!3m8!1s0x103b928033d0e14f:0xd9039a4fea5d12ab!5m2!4m1!1i2!8m2!3d6.5677789!4d3.3814447!16s%2Fg%2F11j0877yrr",hotels,"Ogudu, Lagos"
Hotel Tropicana,0803 659 1832,"40 Ajose St, Kosofe, Lagos 105102, Lagos",3.5,145,"https://www.google.com/maps/place/Hotel+Tropicana/@6.5733302,3.3719824,17z/data=!3m1!4b1!4m9!3m8!1s0x103b927bcbdf276d:0x3db4e51a69b76d97!5m2!4m1!1i2!8m2!3d6.5733302!4d3.3719824!16s%2Fg%2F1232l1pd5",hotels,"Ogudu, Lagos"
Willy Hotel Limited,N/A,"5 Akinwunmi Street, Maryland, Lagos 105102, Lagos",3.4,92,"https://www.google.com/maps/place/Willy+Hotel+Limited/@6.5700986,3.3770858,17z/data=!3m1!4b1!4m9!3m8!1s0x103b927e5117b32f:0xa6a84cab89021515!5m2!4m1!1i2!8m2!3d6.5700986!4d3.3770858!16s%2Fg%2F11cs4k_21q",hotels,"Ogudu, Lagos"
Mississippi Hotel,0812 260 3657,"2 Sunmola Street, Mende, Lagos 105102, Lagos",3.3,333,"https://www.google.com/maps/place/Mississippi+Hotel/@6.5686916,3.3728938,17z/data=!3m1!4b1!4m9!3m8!1s0x103b9278e89b7ac5:0xba9d121b2b3071a3!5m2!4m1!1i2!8m2!3d6.5686916!4d3.3728938!16s%2Fg%2F1q5blkbys",hotels,"Ogudu, Lagos"
La Christine Suites,0812 920 1881,"By Mr Biggs/ Mobil Filling Station, 4 Aderibigbe Shitta St, off Emmanuel Street, Maryland, Ikeja 101233, Lagos",3.9,121,"https://www.google.com/maps/place/La+Christine+Suites/@6.576179,3.367826,17z/data=!3m1!4b1!4m9!3m8!1s0x103b927041d9c283:0x326c9794e6a1276c!5m2!4m1!1i2!8m2!3d6.576179!4d3.367826!16s%2Fg%2F1q67srdj1",hotels,"Ogudu, Lagos"
Promise Hotels Homes And Service Apartment,0706 306 9784,"18 Adekunle Osomo St, Gbagada, Lagos 105102, Lagos",4.7,34,"https://www.google.com/maps/place/Promise+Hotels+Homes+And+Service+Apartment/@6.5620818,3.3839863,17z/data=!3m1!4b1!4m9!3m8!1s0x103b8d7c2c46ec21:0x572f23054f96bfae!5m2!4m1!1i2!8m2!3d6.5620818!4d3.3839863!16s%2Fg%2F11pg7jpggp",hotels,"Ogudu, Lagos"
Maxton Suites,0902 182 3335,"50b Ajose St, Mende, Lagos 105102, Lagos",3.5,390,"https://www.google.com/maps/place/Maxton+Suites/@6.5752262,3.3739912,17z/data=!3m1!4b1!4m9!3m8!1s0x103b927b7e79eac1:0xf29e04fa9d94e0ce!5m2!4m1!1i2!8m2!3d6.5752262!4d3.3739912!16s%2Fg%2F11bxfyvbbm",hotels,"Ogudu, Lagos"
